Date_time,condition,age,sex,Treat_time,ease,effective,satisfaction,comment,year,month,time_mark
2009-04-21 23:30:48,Depression,35-44,Female, 1 to 6 months,4,4,3,"The first two weeks were horrible. The nausea/vomiting, dizziness was unreal, like the flu. Then suddenly it stopped. 8 weeks later, I am SLOWLY starting to feel less depressed. Maybe thinking about increasing to 100mg. The only other side effect is the hot flashes/sweating which I can deal with as long as I can be less depressed. I have tried everything else. Pristiq is much better than Prozac, f
					...
					",2009,4,1.240356648e+18
2009-04-22 01:57:36,Depression,13-18,Female, less than 1 month,5,3,1,"I have only been on Pristiq for about three weeks, but I am going insane. I am hoping that after a few more weeks things will be better. The anxiety the pill is causing is keeping me from school and living life in general. If things don't get better soon, I'm going to have to give up on this medication because I need to get better, not worse.",2009,4,1.240365456e+18
2009-04-22 19:12:01,Depression,35-44,Female, less than 1 month,5,5,5,"Day 1 & 2.. not bad, just weird. Restlessness & dizziness mostly. Day 3 was like a sudden transformation.. NO MORE ANXIETY. Great treating my mild depression with anxiety features.  I had tried most of the other antidepressants but nothing ever managed the anxiety part. Great medication!! Couldnt be happier :)   ",2009,4,1.240427521e+18
2009-04-22 21:17:37,Depression,45-54,Male,6 months to less than 1 year,5,3,2,"This was the 6th try in a list of antidepresssants that havent worked for me. I've been on Pristiq for 7 months and have been miserable since I started.  I've lost 20 lbs which I didnt need to lose, have been extremely tired all day and have been prescribed Ritalin to overcome the tiredness. I've also had short term memory loss and an overall feeling of being in a fog. My overall depre
					...
					",2009,4,1.240435057e+18
2009-04-23 11:18:29,Depression,45-54,Female, 1 to 6 months,5,4,4,"Been on Pristiq for about 2 months and this is the first antidepressant that isn't driving me crazy with side effects.  Others make me sweat like a pig but this does not.  First 3 weeks it even helped reduce my appetite and gave me more energy for working out.  Less irritable and able to tolerate more crap.  Only negative is that it's not as effective as it was first month so may need to t
					...
					",2009,4,1.240485509e+18
2009-04-24 13:54:36,Panic Disorder,25-34,Female, less than 1 month,1,1,1,"How can one medication have such a different effect on people?  I had terrible nausea, dizziness and confusion.  All of this while starting a new job.  They thought I was insane.It took 2 days to take affect and 2 weeks to stop being sick from it.",2009,4,1.240581276e+18
2009-04-25 00:02:22,Major Depressive Disorder,35-44,Female, less than 1 month,5,1,1,"I've been on an array of anti-depressants throughout the years. None has brought me to a place of such alarming despair than Pristiq. Not only did it worsen my depression, but also added the following: extreme fear, crying spells, absolute hopelessness, increased anxiety, confusion, feelings of unreality, hypersensitivity to noise, anger, irritability. I also felt raw, lost, cold, stiffness in
					...
					",2009,4,1.240617742e+18
2009-04-27 08:12:23,Extreme Apprehension or Fear of Social Interaction,25-34,Female,6 months to less than 1 year,5,5,5,"I LOVE THIS DRUG. It has worked wonders for me. Everyone has noticed a change. I have tried other drugs in the past and nothing has worked as well. I don't even have any side effects from it. It has also helped with my anger problem. I have a very short temper , and now I can handle things better. It is the medicine I have been looking for. ",2009,4,1.240819943e+18
2009-04-29 09:08:12,Depression,25-34,Female, less than 1 month,5,4,4,I have been taking the medicine for a little over a week now and can already see a change. I was a crying mess when I finally went in to see my doctor. This medicine has made it where I can get through the day without breaking down. The only down side is that I have major trouble sleeping. Had the problem before but it appears to have gotten worse recently. ,2009,4,1.240996092e+18
2009-04-29 21:54:11,Depression,25-34,Female, 1 to 6 months,5,5,5,This was the 2nd drug I tried to help with depressinon and anxiety and it has been great. I used to be tired all the time from the depression and extremely irratible but now I have more energy and a better outlook on life. The only downside is the cost of the med. I am gonna have to go back to my doc cause I can't afford to keep buying this wonderful med.,2009,4,1.241042051e+18
2009-04-30 22:30:28,Repeated Episodes of Anxiety,25-34,Female,6 months to less than 1 year,5,5,4,"I cannot have caffinated beverages while taking this medication, for me it causes migraine headaches.",2009,4,1.241130628e+18
2009-05-02 09:19:31,Depression,45-54,Female, 1 to 6 months,5,5,5,"Going on my second month of Pristiq, so far so good. Better moods, no crying spells, energy levels are improving,have not had any hot flashes since starting this med, but not without some minor s/e, a little nervousness within the first hour of takin my 50mg dose, some blurred vision, bouts of diahrea. Just an FYI, my doctor gave me a packet about Pristiq when he prescribed, it had a card in the p
					...
					",2009,5,1.241255971e+18
2009-05-02 18:37:25,Depression,19-24,Female, less than 1 month,5,1,1,"I used to be on Lexapro, which worked well for my depression but made me overly sleepy/fatigued so my doctor gave me Pristiq. It worked well adjusting my sleep habits but I am always moody, irritable, angry, and snappy now. Overall, I am just not pleased with the drug.",2009,5,1.241289445e+18
2009-05-04 16:25:37,Major Depressive Disorder,45-54,Female, 1 to 6 months,5,4,4,"when nothing else worked after being taken off of zoloft.  Pristiq after the 2nd week began to give me a feeling of wanting to get out and do things I used to avoid (and avoid to the point of Panic.) I felt more optimistic.  The only downside is it is best to take in A.M because it can cause disruption of sleep or waking in the middle of the night.  My psychiatrist, who was getting as discouraged 
					...
					",2009,5,1.241454337e+18
2009-05-07 14:33:01,Major Depressive Disorder,55-64,Female, less than 1 month,5,5,5,I have only taken Pristiq for 4 days and I have stopped having thoughts of suicide. I hope this keeps me from going back into another debilitating depression.,2009,5,1.241706781e+18
2009-05-07 18:17:31,Depression,25-34,Female, less than 1 month,5,1,1,"Pounding headache, nauseated and diarrhea. Terrible withdrawals broke pill in 1/2 too. I had horrible vertigo and flu like symptoms. I've tried many anti-depressants this had to be one of the worse side effects and withdrawal.",2009,5,1.241720251e+18
2009-05-08 20:09:52,Repeated Episodes of Anxiety,35-44,Female, 1 to 6 months,2,3,1,"Using for Anxiety. Went from diarrhea with other meds to major constipation even after 2 months. Mouth sores from constipation and irritation in vagina, feels like a bladder infection. Weight gain. Not satisfied with side effects but satisfied with the result of the Anxiety.",2009,5,1.241813392e+18
2009-05-10 21:09:58,Depression,55-64,Female, less than 1 month,1,1,1,"my mother had taken this med on a friday afternoon, and woke up saturday morning and didnt know anyone, seeing things like spiders, and didnt even know anyone in her family...could this be something else???",2009,5,1.241989798e+18
2009-05-10 21:20:48,Depression,55-64,Male, 1 to 6 months,5,4,4,"I have tried them all after 30 years of depression and anxiety. After several years on Celexa the benefits were wearing off. I feel great on Pristiq, only side effect is I can drowsiness which sometimes is not  objectionable. Great drug for me. ",2009,5,1.241990448e+18
2009-05-14 16:50:07,Depression,25-34,Female, less than 1 month,5,1,1,"I suffer from depression and social anxiety. I was on zoloft for 2 years and it worked great until the end of those 2 years so I stopped taking it. It's been 8 months since I've been on any medication. I've been on Pristiq for 2 days now and it's terrible. I have constant nausea, dizziness, trouble sleeping at night, and I keep passing out during the day from drowsiness. It's t
					...
					",2009,5,1.242319807e+18
2009-05-17 10:03:16,Other,55-64,Female, less than 1 month,5,3,4,I have high anxiety and depression. I may have ADHD.,2009,5,1.242554596e+18
2009-05-17 20:42:44,Depression,45-54,Female, 1 to 6 months,5,5,5,"I did not experience any of the side effects that others have had. I've been very happy, literally, and I feel sane and able to think about the future instead of the past.  Some sleeplessness if I wake up in the middle of the night, then I can't go back to sleep.

My hunger has not lessened like it has for some.  I've got a real good apetite.

I'm going to continue taking Prist
					...
					",2009,5,1.242592964e+18
2009-05-18 15:36:04,Depression,35-44,Male, less than 1 month,5,5,5,"Ive been on this for 3 days now anf feel great, much better than when I was on celexa",2009,5,1.242660964e+18
2009-05-19 06:08:23,Repeated Episodes of Anxiety,45-54,Female, less than 1 month,5,4,4,"Some difficulty switching from Effexor to Pristiq (anger, depression) day 1 to day 4. Day 5 brought a ""bounce"" in my step! Side effects minimal right now, would love to experience the weight loss that others complain of:0) Hoping it's all brighter from here.",2009,5,1.242713303e+18
2009-05-19 11:54:34,"""Change of Life"" Signs",35-44,Male,6 months to less than 1 year,5,4,3,"My Husband was put on this med. do to a change in life. And he lost his drive. He has been on the Rx now for about 6mo. Every sence he started the med. He has not been able to sleep. he will stay up until 3 or 4 am. And this does not work because he has to be at work at 8 and has a high strong job. And he feels very droggy. So we added an Rx klonopin to his night time. To help him sleep and a tyle
					...
					",2009,5,1.242734074e+18
